,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
2303,Europa,1,55 Cancri e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,C,86,P
2304,Earth,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,0,G,404,P
2305,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,0,,,
2306,Earth,0,55 Cancri e,41.0,0,682.0,0.0,0.0,0.0,17.0,0,F,476,S
2307,Earth,0,55 Cancri e,35.0,0,2594.0,195.0,0.0,0.0,0.0,0,F,477,S
2308,Earth,0,TRAPPIST-1e,26.0,0,552.0,192.0,30.0,0.0,1.0,0,F,513,P
2309,Earth,0,TRAPPIST-1e,17.0,0,584.0,738.0,54.0,0.0,621.0,0,F,513,P
2310,Mars,0,TRAPPIST-1e,69.0,0,4483.0,0.0,525.0,0.0,500.0,0,D,85,S
2311,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,B,72,P
2312,Earth,0,PSO J318.5-22,25.0,0,2.0,2762.0,552.0,0.0,1391.0,0,G,401,S
2313,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,F,480,S
2315,Earth,0,55 Cancri e,36.0,0,0.0,0.0,0.0,33.0,619.0,0,,,
2316,Earth,0,TRAPPIST-1e,14.0,0,148.0,0.0,34.0,808.0,0.0,0,E,176,S
2317,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,C,89,S
2318,Earth,0,TRAPPIST-1e,22.0,0,272.0,44.0,0.0,1064.0,418.0,0,G,403,S
2319,Earth,0,TRAPPIST-1e,24.0,0,873.0,12.0,1.0,0.0,3.0,0,G,404,S
2320,Mars,0,TRAPPIST-1e,,0,311.0,0.0,745.0,232.0,0.0,0,F,516,P
2321,Mars,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,F,516,P
2322,,0,TRAPPIST-1e,19.0,0,0.0,13.0,291.0,481.0,2.0,0,E,149,P
2324,,0,55 Cancri e,38.0,0,0.0,2506.0,46.0,11001.0,5.0,0,A,19,P
2326,Europa,0,55 Cancri e,23.0,0,36.0,2467.0,0.0,381.0,803.0,0,A,19,P
2327,Europa,1,55 Cancri e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,D,86,S
2328,Europa,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,D,86,S
2329,Earth,0,TRAPPIST-1e,43.0,0,0.0,9.0,1145.0,0.0,0.0,0,F,483,S
2332,Europa,1,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,C,91,S
2334,Europa,0,55 Cancri e,28.0,1,2.0,2144.0,0.0,435.0,5872.0,0,B,96,S
2336,Earth,0,55 Cancri e,29.0,0,75.0,17.0,0.0,211.0,506.0,0,G,406,P
2337,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,C,87,P
2339,Earth,0,TRAPPIST-1e,24.0,0,172.0,775.0,344.0,0.0,0.0,1,F,485,S
2340,Europa,0,TRAPPIST-1e,59.0,0,0.0,5407.0,0.0,285.0,1135.0,0,C,88,P
2341,Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,0,E,151,P
2343,Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,B,73,P
2344,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,D,74,P
2346,Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,1,G,405,S
2347,Mars,0,TRAPPIST-1e,48.0,0,639.0,412.0,110.0,0.0,0.0,1,F,487,S
2348,Mars,0,TRAPPIST-1e,25.0,0,1734.0,1.0,189.0,1.0,0.0,0,F,488,S
2349,Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,1,G,407,P
2350,Mars,0,TRAPPIST-1e,24.0,0,737.0,37.0,1682.0,0.0,0.0,0,F,489,S
2351,Mars,1,TRAPPIST-1e,69.0,0,0.0,0.0,0.0,0.0,0.0,1,F,489,S
2352,Europa,0,55 Cancri e,20.0,0,0.0,646.0,0.0,0.0,1425.0,0,B,75,P
2353,Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,B,75,P
2354,Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,G,409,P
2355,Earth,0,PSO J318.5-22,23.0,0,0.0,9.0,292.0,35.0,349.0,1,E,152,P
2357,Europa,0,,44.0,0,0.0,1482.0,127.0,1555.0,1257.0,0,B,77,P
2358,Mars,0,TRAPPIST-1e,29.0,0,834.0,0.0,28.0,117.0,41.0,0,E,153,P
2359,Europa,0,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,B,97,S
2360,Europa,0,TRAPPIST-1e,42.0,0,41.0,1912.0,0.0,1899.0,43.0,0,B,97,S
2361,Earth,1,55 Cancri e,78.0,0,0.0,0.0,0.0,0.0,0.0,0,G,410,P
2362,Earth,0,TRAPPIST-1e,36.0,0,548.0,179.0,24.0,0.0,77.0,0,F,491,S
2363,Europa,0,55 Cancri e,37.0,0,0.0,100.0,0.0,1402.0,1462.0,0,,,
2364,Europa,0,55 Cancri e,41.0,0,0.0,12809.0,2.0,2835.0,1514.0,1,A,20,P
2366,Mars,0,TRAPPIST-1e,62.0,0,1663.0,0.0,23.0,2.0,12.0,0,F,522,P
2368,Mars,0,TRAPPIST-1e,55.0,0,1281.0,0.0,7.0,1.0,0.0,0,F,522,P
2369,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,411,P
2370,Earth,0,TRAPPIST-1e,32.0,0,238.0,156.0,3.0,2.0,324.0,0,F,523,P
2371,Earth,0,TRAPPIST-1e,19.0,0,0.0,1124.0,4.0,0.0,0.0,1,F,492,S
2372,Earth,0,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,1,G,408,S
2373,Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,G,408,S
2374,Europa,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,D,87,S
2375,Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,B,78,P
2377,Europa,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,C,92,S
2380,Mars,0,TRAPPIST-1e,55.0,0,403.0,0.0,922.0,0.0,0.0,1,F,525,P
2382,Europa,0,TRAPPIST-1e,51.0,0,0.0,1949.0,0.0,2549.0,39.0,0,,,
2384,Earth,0,TRAPPIST-1e,21.0,0,882.0,0.0,0.0,0.0,0.0,0,G,412,P
2385,Earth,0,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,G,412,P
2386,Earth,0,TRAPPIST-1e,19.0,0,194.0,44.0,0.0,549.0,1.0,0,E,178,S
2387,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,F,526,P
2388,Mars,0,TRAPPIST-1e,20.0,0,2502.0,0.0,96.0,0.0,0.0,0,F,526,P
2391,Mars,0,TRAPPIST-1e,32.0,0,598.0,0.0,138.0,0.0,624.0,0,E,155,P
2393,Europa,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,C,93,S
2394,Europa,1,55 Cancri e,56.0,1,0.0,0.0,0.0,0.0,0.0,1,C,93,S
2395,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,C,90,P
2396,Earth,0,TRAPPIST-1e,42.0,0,10.0,303.0,12.0,0.0,478.0,0,F,496,S
2399,Earth,0,TRAPPIST-1e,20.0,0,496.0,20.0,16.0,0.0,254.0,0,E,156,P
2400,Earth,0,TRAPPIST-1e,22.0,0,26.0,0.0,0.0,0.0,733.0,0,F,531,P
2401,Earth,0,TRAPPIST-1e,22.0,0,98.0,0.0,46.0,641.0,0.0,0,G,415,P
2402,Earth,0,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,0,G,417,P
2403,Earth,0,TRAPPIST-1e,28.0,0,4.0,166.0,743.0,0.0,0.0,1,G,419,P
2404,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,C,91,P
2405,Europa,1,55 Cancri e,50.0,0,0.0,0.0,0.0,0.0,0.0,1,C,91,P
2407,Europa,0,TRAPPIST-1e,30.0,1,0.0,632.0,0.0,673.0,2272.0,0,C,91,P
2408,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,C,91,P
2409,Earth,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,0,G,420,P
2410,Earth,0,TRAPPIST-1e,45.0,0,406.0,148.0,285.0,0.0,0.0,0,G,420,P
2411,Earth,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,1,G,420,P
2412,Earth,0,PSO J318.5-22,18.0,0,9.0,419.0,0.0,201.0,7.0,0,F,499,S
2415,Mars,0,TRAPPIST-1e,18.0,0,1102.0,9.0,2628.0,0.0,0.0,0,D,75,P
2416,Earth,0,TRAPPIST-1e,28.0,0,804.0,2.0,13.0,0.0,62.0,0,G,421,P
2417,Europa,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,B,98,S
2418,Mars,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,533,P
2419,Mars,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,1,F,533,P
2420,Mars,0,TRAPPIST-1e,28.0,0,938.0,61.0,0.0,53.0,4.0,0,D,76,P
2421,Mars,0,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,1,F,533,P
2422,Mars,0,TRAPPIST-1e,20.0,0,59.0,0.0,1646.0,1657.0,0.0,0,D,77,P
2423,Mars,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,F,534,P
2425,,0,55 Cancri e,31.0,0,995.0,7.0,1213.0,0.0,687.0,0,F,500,S
2427,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,,,
2428,Mars,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,F,536,P
2429,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,0,E,158,P
2430,Mars,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,E,158,P
2431,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,0,E,158,P
2432,Mars,1,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,1,D,88,S
2433,Earth,0,TRAPPIST-1e,,0,900.0,0.0,0.0,0.0,1.0,0,F,537,P
2434,Earth,0,TRAPPIST-1e,45.0,0,10.0,16.0,801.0,73.0,0.0,0,F,537,P
2435,Europa,1,TRAPPIST-1e,63.0,0,0.0,0.0,0.0,0.0,0.0,1,B,99,S
2437,Europa,0,55 Cancri e,35.0,0,0.0,1471.0,2.0,445.0,533.0,1,B,99,S
2438,Europa,0,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,B,99,S
2439,Earth,1,PSO J318.5-22,,0,0.0,0.0,0.0,0.0,0.0,1,G,416,S
2440,Earth,0,TRAPPIST-1e,17.0,0,0.0,604.0,0.0,0.0,218.0,0,F,541,P
2441,Earth,0,PSO J318.5-22,32.0,0,59.0,0.0,469.0,0.0,0.0,0,G,424,P
2442,,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,E,159,P
2443,Earth,0,55 Cancri e,17.0,0,2000.0,0.0,0.0,0.0,0.0,0,F,504,S
2444,Earth,0,55 Cancri e,34.0,0,492.0,0.0,13.0,55.0,0.0,0,F,505,S
2446,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,G,426,P
2448,Earth,0,TRAPPIST-1e,19.0,0,232.0,0.0,479.0,0.0,5.0,0,F,543,P
2449,Earth,0,PSO J318.5-22,40.0,0,0.0,228.0,5.0,454.0,1.0,0,F,544,P
2450,Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,A,21,P
2451,Europa,0,55 Cancri e,51.0,0,0.0,6.0,0.0,2085.0,67.0,0,A,21,P
2452,Earth,0,TRAPPIST-1e,22.0,0,91.0,6.0,0.0,17.0,693.0,0,G,427,P
2454,Earth,0,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,0,G,428,P
2455,Mars,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,F,508,S
2456,Mars,0,TRAPPIST-1e,18.0,0,1867.0,0.0,29.0,72.0,0.0,1,D,78,P
2457,Earth,0,TRAPPIST-1e,22.0,0,,0.0,137.0,671.0,0.0,0,G,419,S
2458,Earth,0,TRAPPIST-1e,26.0,0,0.0,29.0,0.0,759.0,0.0,0,E,181,S
2459,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,1051.0,0,F,510,S
2460,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,0,G,420,S
2461,,0,TRAPPIST-1e,24.0,0,0.0,0.0,17.0,0.0,793.0,0,G,430,P
2462,Earth,0,PSO J318.5-22,34.0,0,122.0,0.0,6.0,739.0,0.0,0,F,511,S
2463,Europa,0,TRAPPIST-1e,55.0,0,0.0,815.0,1558.0,3.0,1334.0,1,C,95,S
2464,Europa,0,TRAPPIST-1e,42.0,0,3.0,2174.0,0.0,10860.0,2564.0,0,C,95,S
2465,Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,C,95,S
2466,Europa,0,55 Cancri e,28.0,0,0.0,3053.0,0.0,839.0,2153.0,1,C,95,S
2467,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,C,95,S
2468,Europa,0,55 Cancri e,33.0,0,0.0,286.0,1795.0,712.0,7041.0,0,B,80,P
2469,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,636.0,68.0,0,F,547,P
2470,Earth,0,TRAPPIST-1e,23.0,0,490.0,313.0,0.0,6.0,0.0,0,G,421,S
2472,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,0,G,431,P
2474,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,670.0,0.0,32.0,1,F,513,S
2475,Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,0,G,422,S
2476,Earth,0,TRAPPIST-1e,20.0,0,0.0,27.0,1.0,686.0,1.0,0,F,514,S
2477,Earth,0,TRAPPIST-1e,21.0,0,366.0,1136.0,795.0,132.0,0.0,0,F,549,P
2478,Mars,0,TRAPPIST-1e,14.0,0,,0.0,0.0,0.0,0.0,1,E,182,S
2479,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,2.0,1215.0,0,F,550,P
2480,Earth,0,TRAPPIST-1e,19.0,0,1.0,4.0,0.0,750.0,3.0,0,F,515,S
2481,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,423,S
2482,Mars,0,55 Cancri e,,0,1722.0,4.0,937.0,0.0,0.0,0,F,551,P
2483,Earth,0,55 Cancri e,13.0,0,0.0,0.0,0.0,4.0,811.0,1,F,552,P
2485,Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,0,E,184,S
2486,Mars,0,55 Cancri e,18.0,0,1874.0,0.0,260.0,0.0,0.0,0,E,184,S
2487,Earth,0,55 Cancri e,23.0,0,29.0,34.0,1.0,2838.0,0.0,0,F,516,S
2488,Earth,0,55 Cancri e,34.0,0,0.0,382.0,0.0,87.0,236.0,0,G,424,S
2489,Earth,0,TRAPPIST-1e,20.0,0,4.0,790.0,0.0,15.0,0.0,0,G,432,P
2491,Earth,0,PSO J318.5-22,21.0,0,970.0,0.0,213.0,8.0,86.0,0,F,555,P
2494,Europa,0,TRAPPIST-1e,51.0,0,0.0,302.0,0.0,1367.0,669.0,0,D,90,S
2495,Earth,0,TRAPPIST-1e,21.0,0,0.0,680.0,0.0,10.0,0.0,1,F,517,S
2496,Earth,1,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,0,G,426,S
2497,Earth,0,TRAPPIST-1e,31.0,0,880.0,0.0,0.0,8.0,0.0,0,G,434,P
2498,Europa,0,TRAPPIST-1e,36.0,0,2.0,1297.0,0.0,4.0,0.0,1,A,32,S
2499,Europa,0,TRAPPIST-1e,39.0,0,0.0,7116.0,0.0,13208.0,1515.0,0,B,83,P
2500,Earth,0,TRAPPIST-1e,26.0,0,886.0,0.0,0.0,0.0,21.0,0,G,435,P
2501,Earth,0,TRAPPIST-1e,51.0,0,0.0,1347.0,0.0,43.0,0.0,1,F,556,P
2503,Earth,0,55 Cancri e,27.0,0,339.0,104.0,116.0,160.0,0.0,1,E,185,S
2505,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,21.0,0.0,695.0,0,,,
2506,Europa,0,TRAPPIST-1e,57.0,0,0.0,1514.0,0.0,72.0,1393.0,0,A,22,P
2507,Europa,0,55 Cancri e,36.0,1,11.0,79.0,0.0,210.0,1895.0,0,A,22,P
2508,Europa,0,TRAPPIST-1e,55.0,0,0.0,846.0,0.0,263.0,2024.0,0,A,22,P
2509,Europa,1,55 Cancri e,,0,0.0,0.0,0.0,0.0,0.0,0,A,22,P
2510,Mars,0,TRAPPIST-1e,18.0,0,947.0,0.0,4.0,4.0,0.0,0,E,186,S
2511,Mars,0,TRAPPIST-1e,27.0,0,1893.0,487.0,4.0,0.0,0.0,0,D,91,S
2512,Europa,0,TRAPPIST-1e,50.0,0,0.0,2684.0,0.0,153.0,1751.0,0,C,94,P
2514,Earth,1,PSO J318.5-22,20.0,0,0.0,0.0,0.0,0.0,0.0,1,G,428,S
2515,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,G,437,P
2516,Earth,0,TRAPPIST-1e,18.0,0,0.0,617.0,0.0,0.0,10.0,0,G,429,S
2517,Earth,0,TRAPPIST-1e,44.0,0,1178.0,1.0,348.0,0.0,0.0,0,F,521,S
2519,Europa,0,TRAPPIST-1e,58.0,0,1113.0,1650.0,0.0,194.0,510.0,1,B,103,S
2520,Europa,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,1,B,103,S
2521,Earth,0,PSO J318.5-22,23.0,0,3.0,548.0,37.0,0.0,12.0,1,F,522,S
2523,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,523,S
2525,Mars,0,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,1,F,523,S
2526,Europa,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,B,105,S
2527,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,G,438,P
2528,Earth,0,55 Cancri e,59.0,0,269.0,1776.0,0.0,0.0,12.0,0,F,561,P
2529,Earth,0,TRAPPIST-1e,18.0,0,130.0,0.0,13.0,191.0,554.0,0,G,431,S
2530,Europa,1,TRAPPIST-1e,72.0,0,0.0,0.0,0.0,0.0,0.0,1,B,106,S
2531,Earth,0,PSO J318.5-22,23.0,0,171.0,2373.0,1.0,30.0,985.0,0,G,439,P
2532,Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,0,G,439,P
2533,Earth,1,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,1,G,439,P
2534,Earth,0,PSO J318.5-22,25.0,0,21.0,746.0,55.0,0.0,4.0,0,F,563,P
2535,Mars,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,D,93,S
2536,Europa,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,C,99,S
2537,Europa,0,TRAPPIST-1e,54.0,0,0.0,5876.0,0.0,0.0,914.0,1,C,99,S
2538,Mars,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,F,564,P
2541,Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,G,440,P
2542,Earth,0,TRAPPIST-1e,32.0,0,0.0,9.0,11.0,784.0,63.0,0,F,525,S
2544,,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,1,G,433,S
2545,Earth,0,TRAPPIST-1e,16.0,0,0.0,1115.0,0.0,1674.0,132.0,0,F,527,S
2547,Earth,1,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,435,S
2548,Earth,0,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,0,G,435,S
2549,Mars,0,TRAPPIST-1e,10.0,0,0.0,0.0,0.0,0.0,0.0,1,F,567,P
2550,Mars,0,TRAPPIST-1e,27.0,1,1709.0,4.0,24.0,0.0,0.0,0,D,81,P
2551,Europa,0,55 Cancri e,45.0,0,0.0,726.0,0.0,281.0,1257.0,1,C,100,S
2552,Europa,0,TRAPPIST-1e,26.0,0,2381.0,1772.0,0.0,0.0,2618.0,0,C,100,S
2553,Mars,0,TRAPPIST-1e,29.0,0,1049.0,0.0,0.0,0.0,0.0,0,E,187,S
2554,Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,1,G,442,P
2555,Earth,0,TRAPPIST-1e,19.0,0,1.0,143.0,0.0,254.0,107.0,1,E,163,P
2556,Mars,0,TRAPPIST-1e,43.0,0,471.0,0.0,133.0,2.0,692.0,0,E,164,P
2557,Earth,0,TRAPPIST-1e,15.0,0,746.0,0.0,2.0,0.0,11.0,0,F,528,S
2558,Mars,0,,31.0,0,1511.0,0.0,310.0,0.0,0.0,0,F,568,P
2559,Mars,0,TRAPPIST-1e,52.0,0,758.0,0.0,356.0,5.0,0.0,0,F,569,P
2560,Mars,0,TRAPPIST-1e,49.0,0,0.0,0.0,0.0,0.0,0.0,1,F,570,P
2563,Mars,1,,41.0,0,0.0,0.0,0.0,0.0,0.0,1,F,530,S
2566,Earth,0,TRAPPIST-1e,58.0,0,0.0,82.0,0.0,758.0,0.0,1,E,165,P
2567,Earth,0,PSO J318.5-22,39.0,0,0.0,0.0,0.0,0.0,907.0,0,E,188,S
2568,Earth,0,TRAPPIST-1e,13.0,0,911.0,1.0,0.0,74.0,0.0,0,E,166,P
2569,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,1,B,85,P
2570,Mars,0,55 Cancri e,23.0,0,253.0,0.0,0.0,888.0,0.0,0,F,572,P
2572,Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,170.0,14.0,810.0,0,E,167,P
2574,Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,G,438,S
2575,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,438,S
2576,Earth,0,TRAPPIST-1e,36.0,0,625.0,0.0,260.0,0.0,0.0,0,G,439,S
2577,Earth,0,55 Cancri e,15.0,0,254.0,0.0,10.0,180.0,0.0,0,G,439,S
2578,Earth,0,TRAPPIST-1e,31.0,0,91.0,756.0,0.0,0.0,12.0,1,E,168,P
2579,Earth,0,TRAPPIST-1e,42.0,0,0.0,0.0,213.0,166.0,1209.0,1,E,189,S
2580,Mars,0,TRAPPIST-1e,27.0,0,1502.0,1.0,0.0,0.0,0.0,0,F,532,S
2581,Earth,0,TRAPPIST-1e,36.0,0,123.0,3.0,0.0,7.0,0.0,1,F,533,S
2583,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,0,G,442,S
2584,Earth,0,PSO J318.5-22,22.0,0,0.0,837.0,192.0,0.0,0.0,0,F,573,P
2586,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,757.0,0.0,0,G,444,S
2587,Mars,0,TRAPPIST-1e,25.0,0,314.0,2.0,648.0,92.0,0.0,0,D,94,S
2589,Earth,0,TRAPPIST-1e,17.0,0,0.0,1195.0,31.0,0.0,0.0,0,F,575,P
2590,Earth,0,TRAPPIST-1e,13.0,0,412.0,4.0,0.0,0.0,551.0,0,F,575,P
2593,Earth,0,TRAPPIST-1e,24.0,0,14.0,702.0,0.0,0.0,0.0,0,F,578,P
2594,Earth,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,0,G,447,P
2596,Europa,0,55 Cancri e,29.0,0,2.0,8.0,0.0,2864.0,155.0,0,D,83,P
2597,Earth,0,TRAPPIST-1e,46.0,0,0.0,0.0,1661.0,52.0,8.0,1,G,448,P
2598,Europa,1,TRAPPIST-1e,58.0,0,,0.0,0.0,0.0,0.0,1,C,102,S
2599,Earth,0,PSO J318.5-22,53.0,0,0.0,1.0,0.0,195.0,493.0,1,E,190,S
2600,Earth,0,55 Cancri e,21.0,0,13.0,0.0,1098.0,64.0,1.0,0,F,535,S
2601,Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,0,G,449,P
2602,Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,0,G,450,P
2603,Europa,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,1,B,86,P
2604,Europa,0,55 Cancri e,41.0,0,0.0,320.0,4333.0,1313.0,51.0,0,B,86,P
2605,Europa,0,TRAPPIST-1e,29.0,0,3.0,933.0,0.0,674.0,731.0,0,B,86,P
2607,Europa,0,55 Cancri e,43.0,0,0.0,9923.0,660.0,10.0,266.0,1,B,86,P
2608,Earth,1,PSO J318.5-22,36.0,0,0.0,0.0,0.0,0.0,0.0,1,G,446,S
2610,Europa,0,TRAPPIST-1e,34.0,0,10.0,5659.0,15.0,3.0,0.0,1,C,103,S
2613,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,1345.0,0,F,580,P
2614,Europa,0,TRAPPIST-1e,37.0,0,6.0,437.0,0.0,54.0,3030.0,0,A,23,P
2616,Earth,0,TRAPPIST-1e,21.0,0,3.0,0.0,0.0,881.0,0.0,0,G,447,S
2617,,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,1,G,447,S
2618,Europa,0,TRAPPIST-1e,27.0,0,1.0,767.0,0.0,13104.0,3657.0,0,B,87,P
2619,Earth,0,TRAPPIST-1e,23.0,0,18.0,2595.0,0.0,0.0,122.0,1,F,581,P
2620,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,366.0,268.0,0.0,0,F,582,P
2621,Mars,0,TRAPPIST-1e,28.0,0,948.0,0.0,64.0,170.0,0.0,0,D,95,S
2622,Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,154.0,22.0,820.0,0,E,171,P
2624,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,452,P
2625,Earth,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,1,G,453,P
2626,Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,0,G,454,P
2627,Earth,0,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,871.0,0,F,537,S
2628,Mars,0,55 Cancri e,43.0,0,803.0,0.0,384.0,120.0,0.0,1,F,538,S
2630,,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,455,P
